# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	317841	318194	-	ACR40999.1			PilT protein domain protein			M164_0369	354	117	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	318191	318418	-							M164_0370	228		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	318191	318418	-	ACR41000.1			conserved hypothetical protein			M164_0370	228	75	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	318844	319590	-							M164_0371	747		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	318844	319590	-	ACR41001.1			Methyltransferase type 11			M164_0371	747	248	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	319742	320221	+							M164_0372	480		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	319742	320221	+	ACR41002.1			hypothetical protein			M164_0372	480	159	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	320214	320618	+							M164_0373	405		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	320214	320618	+	ACR41003.1			hypothetical protein			M164_0373	405	134	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	320861	322375	+							M164_0374	1515		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	320861	322375	+	ACR41004.1			Amidase			M164_0374	1515	504	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	322397	323044	-							M164_0375	648		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	322397	323044	-	ACR41005.1			alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen			M164_0375	648	215	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	323329	323694	+							M164_0376	366		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	323329	323694	+	ACR41006.1			Dinitrogenase iron-molybdenum cofactor biosynthesis protein			M164_0376	366	121	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	323691	323861	-							M164_0377	171		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	323691	323861	-	ACR41007.1			conserved hypothetical protein			M164_0377	171	56	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	323800	324270	-							M164_0378	471		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	323800	324270	-	ACR41008.1			hypothetical protein			M164_0378	471	156	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	324239	324406	-							M164_0379	168		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	324239	324406	-	ACR41009.1			conserved hypothetical protein			M164_0379	168	55	
gene	pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	324526	324729	+							M164_0380	204		pseudo
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	324869	325060	+							M164_0381	192		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	324869	325060	+	ACR41010.1			conserved protein			M164_0381	192	63	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	325065	326645	+							M164_0382	1581		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	325065	326645	+	ACR41011.1			Na+/solute symporter			M164_0382	1581	526	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	326686	327495	-							M164_0383	810		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	326686	327495	-	ACR41012.1			amidohydrolase 2			M164_0383	810	269	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	327621	328592	-							M164_0384	972		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	327621	328592	-	ACR41013.1			Protein of unknown function DUF973			M164_0384	972	323	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	328641	329450	-							M164_0385	810		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	328641	329450	-	ACR41014.1			conserved hypothetical protein			M164_0385	810	269	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	329545	329640	-							M164_2783	96		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	329545	329640	-	ACR41015.1			pyruvate dehydrogenase E1 component, alpha subunit			M164_2783	96	31	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	330690	331979	+							M164_0386	1290		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	330690	331979	+	ACR41016.1			FAD dependent oxidoreductase			M164_0386	1290	429	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	331982	332497	+							M164_0387	516		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	331982	332497	+	ACR41017.1			protein of unknown function DUF1130			M164_0387	516	171	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	332509	333318	-							M164_0388	810		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	332509	333318	-	ACR41018.1			amidohydrolase 2			M164_0388	810	269	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	333346	333981	-							M164_0389	636		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	333346	333981	-	ACR41019.1			conserved hypothetical protein			M164_0389	636	211	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	333962	334579	-							M164_0390	618		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	333962	334579	-	ACR41020.1			thymidylate kinase related protein			M164_0390	618	205	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	334563	335204	-							M164_0391	642		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	334563	335204	-	ACR41021.1			dTMP kinase			M164_0391	642	213	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	335201	336457	-							M164_0392	1257		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	335201	336457	-	ACR41022.1			Ppx/GppA phosphatase			M164_0392	1257	418	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	336458	336943	-							M164_0393	486		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	336458	336943	-	ACR41023.1			phosphohistidine phosphatase, SixA			M164_0393	486	161	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	337454	337588	+							M164_0394	135		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	337454	337588	+	ACR41024.1			conserved hypothetical protein			M164_0394	135	44	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	337585	337776	+							M164_2833	192		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	337585	337776	+	ACR41025.1			conserved hypothetical protein			M164_2833	192	63	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	337881	338774	-							M164_0395	894		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	337881	338774	-	ACR41026.1			thiamine pyrophosphate protein domain protein TPP-binding			M164_0395	894	297	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	338771	339928	-							M164_0396	1158		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	338771	339928	-	ACR41027.1			pyruvate flavodoxin/ferredoxin oxidoreductase domain protein			M164_0396	1158	385	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	339932	340198	-							M164_0397	267		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	339932	340198	-	ACR41028.1			pyruvate ferredoxin/flavodoxin oxidoreductase, delta subunit			M164_0397	267	88	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	340191	340739	-							M164_0398	549		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	340191	340739	-	ACR41029.1			pyruvate/ketoisovalerate oxidoreductase, gamma subunit			M164_0398	549	182	
gene	pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	340915	341091	+							M164_0399	177		pseudo
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	341198	341353	-							M164_2784	156		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	341198	341353	-	ACR41030.1			Transposase			M164_2784	156	51	
gene	pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	341461	341901	-							M164_0400	441		pseudo
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	341940	342068	-							M164_0401	129		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	341940	342068	-	ACR41031.1			one of two inversely orientated ORFs in a partial ISC1043			M164_0401	129	42	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	342126	342587	-							M164_0402	462		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	342126	342587	-	ACR41032.1			conserved hypothetical protein			M164_0402	462	153	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	342523	342993	+							M164_0403	471		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	342523	342993	+	ACR41033.1			conserved hypothetical protein			M164_0403	471	156	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	343170	343310	+							M164_0404	141		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	343170	343310	+	ACR41034.1			hypothetical protein			M164_0404	141	46	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	343331	343513	+							M164_0405	183		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	343331	343513	+	ACR41035.1			hypothetical protein			M164_0405	183	60	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	343628	344971	+							M164_0406	1344		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	343628	344971	+	ACR41036.1			FAD linked oxidase domain protein			M164_0406	1344	447	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	345045	345440	-							M164_0407	396		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	345045	345440	-	ACR41037.1			PilT protein domain protein			M164_0407	396	131	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	345430	345672	-							M164_0408	243		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	345430	345672	-	ACR41038.1			transcriptional regulator, AbrB family			M164_0408	243	80	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	345813	346172	-							M164_0409	360		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	345813	346172	-	ACR41039.1			transposase ISC1058			M164_0409	360	119	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	346539	348062	+							M164_0410	1524		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	346539	348062	+	ACR41040.1			methylmalonate-semialdehyde dehydrogenase			M164_0410	1524	507	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	348089	348775	-							M164_0411	687		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	348089	348775	-	ACR41041.1			Bacterio-opsin activator HTH domain protein			M164_0411	687	228	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	349009	350094	+							M164_0412	1086		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	349009	350094	+	ACR41042.1			Alcohol dehydrogenase GroES domain protein			M164_0412	1086	361	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	350164	350964	+							M164_0413	801		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	350164	350964	+	ACR41043.1			Acetoacetate decarboxylase			M164_0413	801	266	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	351056	351871	+							M164_0414	816		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	351056	351871	+	ACR41044.1			Acetoacetate decarboxylase			M164_0414	816	271	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	351950	352957	-							M164_0415	1008		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	351950	352957	-	ACR41045.1			catechol 2,3 dioxygenase			M164_0415	1008	335	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	353062	353481	+							M164_0416	420		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	353062	353481	+	ACR41046.1			protein of unknown function DUF336			M164_0416	420	139	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	353659	354873	+							M164_0417	1215		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	353659	354873	+	ACR41047.1			FAD-dependent pyridine nucleotide-disulphideoxido reductase			M164_0417	1215	404	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	354969	355130	+							M164_0418	162		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	354969	355130	+	ACR41048.1			hypothetical protein			M164_0418	162	53	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	355209	356015	+							M164_0419	807		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	355209	356015	+	ACR41049.1			methane/phenol/toluene hydroxylase			M164_0419	807	268	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	356154	357092	+							M164_0420	939		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	356154	357092	+	ACR41050.1			YHS domain protein			M164_0420	939	312	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	357098	357532	+							M164_0421	435		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	357098	357532	+	ACR41051.1			conserved hypothetical protein			M164_0421	435	144	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	357537	357941	+							M164_0422	405		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	357537	357941	+	ACR41052.1			Rieske (2Fe-2S) domain protein			M164_0422	405	134	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	357919	358266	+							M164_0423	348		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	357919	358266	+	ACR41053.1			monooxygenase component MmoB/DmpM			M164_0423	348	115	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	358280	359410	+							M164_0424	1131		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	358280	359410	+	ACR41054.1			methane/phenol/toluene hydroxylase			M164_0424	1131	376	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	359407	359880	+							M164_0425	474		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	359407	359880	+	ACR41055.1			protein of unknown function DUF59			M164_0425	474	157	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	359946	361619	+							M164_0426	1674		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	359946	361619	+	ACR41056.1			thiamine pyrophosphate protein central region			M164_0426	1674	557	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	361644	361838	+							M164_0427	195		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	361644	361838	+	ACR41057.1			hypothetical protein			M164_0427	195	64	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	362377	363255	-							M164_0428	879		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	362377	363255	-	ACR41058.1			Pirin domain protein			M164_0428	879	292	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	363858	364067	-							M164_0429	210		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	363858	364067	-	ACR41059.1			transposase IS605 OrfB			M164_0429	210	69	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	364170	365306	+							M164_0430	1137		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	364170	365306	+	ACR41060.1			major facilitator superfamily MFS_1			M164_0430	1137	378	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	365506	366249	+							M164_0431	744		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	365506	366249	+	ACR41061.1			Enoyl-CoA hydratase/isomerase			M164_0431	744	247	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	366382	367425	+							M164_0432	1044		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	366382	367425	+	ACR41062.1			Alcohol dehydrogenase GroES domain protein			M164_0432	1044	347	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	367471	369285	-							M164_0433	1815		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	367471	369285	-	ACR41063.1			Phosphoenolpyruvate carboxykinase (GTP)			M164_0433	1815	604	
